name;url;price;currency;description;brand;avg_rating;reviews_count;pack_size;ingredients;percentage_alcohol;serving_size
Tesco Battered Haddock Goujons 200G;https://www.tesco.com/groceries/en-GB/products/271284352;3.2;GBP;Battered haddock (Melanogrammus aeglefinus) fillet strips.;TESCO;3.6;17;Pack size: 200G;;;2 Servings
Alamos Malbec 75Cl;https://www.tesco.com/groceries/en-GB/products/312350246;9;GBP;Red Wine. Alamon N°1 Most Awarded Malbec,Wine of Argentina,The Wines of the Mountain;ALAMOS;4;1;Pack size: 75CL;;13.5% vol;
Hask Argan Oil Conditioner 50Ml;https://www.tesco.com/groceries/en-GB/products/302208472;3;GBP;Hask Argan Oil Conditioner 50Ml. Strengthens, restores & smooths dry, damaged hair,Helps reduce split-ends,Colour Safe Formula,Free of: sulfates, parabens, phthalates, gluten & drying alcohol,Cruelty Free (Leaping Bunny Certified);HASK;4;2;Pack size: 50ML;Aqua/Water/Eau, Cetearyl Alcohol, Cetrimonium Chloride, Quaternium-18, Parfum/Fragrance, Lanolin, Argania Spinosa (Argan) Kernel Oil, Hydroxypropyltrimonium Hydrolyzed Rice Protein/Siloxysilicate, Oryza Sativa (Rice) Extract, Hydrolyzed Collagen, Hydrolyzed Keratin, Silk Amino Acids, Hydrolyzed Soy Protein, Sodium Lauroyl Oat Amino Acids, Juglans Nigra (Black Walnut) Leaf Extract, Leuconostoc/Radish Root Ferment Filtrate, Populus Tremuloides Bark Extract, Citric Acid, Glycerin, Panthenol, Isopropyl Palmitate, Sodium PCA, Tetrasodium EDTA, DMDM Hydantoin, Butylene Glycol, Ethylhexylglycerin, Sodium Benzoate, Phenoxyethanol, Benzyl Alcohol, Potassium Sorbate, Sodium Hydroxide, Benzyl Benzoate, Limonene, Caramel, CI 19140 (Yellow 5);;
Tesco 2 Beef Medallion Steaks 340G;https://www.tesco.com/groceries/en-GB/products/308079625;4.5;GBP;2 Beef medallion steaks.;TESCO;3.7;34;Pack size: 340G;;;2 Servings
Isla Negra Cabernet Sauvignon 75Cl;https://www.tesco.com/groceries/en-GB/products/256267770;5;GBP;Cabernet Sauvignon. Inspired by the Coast,Fruity & Intense;ISLA NEGRA;4.4;193;Pack size: 75CL;;12% vol;
The Cake Crew Rainbow Cupcakes 4 Pack;https://www.tesco.com/groceries/en-GB/products/312232507;2.5;GBP;4 Vanilla flavour sponge cakes filled with a strawberry sauce, topped with vanilla flavour frosting, decorated with multicolored sugar sprinkles and a rainbow sugar decoration. Suitable for Vegetarians;THE CAKE CREW;5;2;;Sugar, Rapeseed Oil, Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Egg, Palm Oil, Strawberry Purée, Glucose Syrup, Dextrose, Humectant (Glycerol), Modified Maize Starch, Whey Powder (Milk), Raising Agents (Potassium Hydrogen Carbonate, Disodium Diphosphate), Flavouring, Strawberry Concentrate, Acidity Regulators (Citric Acid, Monocalcium Phosphate, Trisodium Citrate, Potassium Hydroxide, Ascorbic Acid), Emulsifiers (Mono- and Di-Glycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids, Sunflower Lecithins), Preservatives (Potassium Sorbate, Calcium Propionate), Rice Flour, Trehalose*, Thickeners (Xanthan Gum, Acacia Gum), Maize Starch, Colours (Anthocyanins, Beetroot Red, Spirulina Concentrate, Riboflavin, Iron Oxide, Paprika Extract, Safflower Concentrate, Algal Carotenes), Palm Kernel oil, Gelling Agent (Pectin), Invert Sugar Syrup, Maltodextrin, Sunflower Oil, Antioxidants (Sodium Ascorbate, Alpha-Tocopherol, Ascorbic Acid), *Source of Glucose;;Pack contains 4 servings
Herbal Essences Bio. Renew Argan Shampoo 400Ml;https://www.tesco.com/groceries/en-GB/products/297334761;4.5;GBP;Herbal Essences Bio. Renew Argan Shampoo 400Ml. REPAIRING HAIR SHAMPOO: helps repair damaged hair to smoothness to reveal it's natural beauty,2X MORE NOURISHMENT IN ONE USE. Feed your hair with plant-based nutrient & antioxidant,PURE PLANT ESENCES: shampoo infused with pure Argan oil of Morocco and Aloe,95% NATURAL ORIGIN: 72% purified water and 23% naturally derived ingredients, other 5% for a good usage experience,RESPONSIBLE BEAUTY: certified by PETA Vegan & cruelty-free. No Silicones. Safe for Coloured Hair,NURTURED HAIR & PLANET: 100% Recycled & Recyclable bottle excluding cap;HERBAL ESSENCES;4.6;10720;Pack size: 400ML;Aqua, Sodium Laureth Sulfate, Sodium Citrate, Cocamidopropyl Betaine, Sodium Xylenesulfonate, Stearyl Alcohol, Sodium Chloride, Parfum, Cetyl Alcohol, Citric Acid, Sodium Benzoate, Sodium Salicylate, Guar Hydroxypropyltrimonium Chloride, Polyquaternium-6, Sodium Hydroxide, Trihydroxystearin, Polyquaternium-10, Tetrasodium EDTA, Benzyl Benzoate, Hexyl Cinnamal, Histidine, Alpha-Isomethyl Ionone, Coumarin, Butylene Glycol, Argania Spinosa Kernel Oil, Aloe Barbadensis Leaf Juice, Sodiumacetate, Alcohol Denat., Ecklonia Radiata Extract, Ascorbic Acid;;
Wrigley's Extra Cool Breeze 6X10 Pieces 84G;https://www.tesco.com/groceries/en-GB/products/302318762;2.5;GBP;Sugarfree Chewing Gum with Sweeteners and Mint Flavour. A varied and balanced diet and a healthy lifestyle are important.. Sugarfree,Oral Health Foundation Approved,Irish Dental Association Approved,Extra sugarfree gum is beneficial for dental health as it helps to neutralise plaque acids,Suitable for Vegetarians;WRIGLEYS;5;1;Pack size: 84G;Sweeteners (Sorbitol, Xylitol, Aspartame, Mannitol, Acesulfame K), Gum Base, Humectant (Glycerol), Thickener (Gum Arabic), Flavourings, Emulsifier (Soya Lecithin), Glazing Agent (Carnauba Wax), Antioxidant (BHA);;
Jurassic World Dinosaur Celebration Cake;https://www.tesco.com/groceries/en-GB/products/300903268;12;GBP;Sponge with a layer of raspberry jam and sweet filling, covered with soft icing and edible decorations. Nut free,Hand Decorated,No Artificial Colours or Flavours,Suitable for vegetarians;JURASSIC WORLD;3.6;5;;Sugar, Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Rapeseed Oil, Pasteurised Egg, Glucose Syrup, Glucose-Fructose Syrup, Palm Oil, Raspberry Concentrate, Humectant (Glycerine), Palm Stearin, Maize Starch, Caramelised Sugar Syrup, Tapioca Starch, Raising Agents (Disodium Diphosphates, Sodium Hydrogen Carbonate), Emulsifiers (Mono- and Diglycerides of Fatty Acids, Mono- and Diacetyl Tartaric Acid Esters of Mono- and Diglycerides of Fatty Acids, Sodium Stearoyl-2-Lactylate, Soya Lecithin, Sunflower Lecithin), Wheat Starch, Preservative (Potassium Sorbate), Stabilisers (Tragacanth, Xanthan Gum), Salt, Gelling Agent (Pectin), Acidity Regulators (Sodium Citrates, Citric Acid), Concentrates (Spirulina, Safflower), Flavouring, Skimmed Milk Powder, Colours (Riboflavin, Beetroot Red, Anthocyanins, Curcumin), Dried Egg White, Sweet Filling 9%, Raspberry Jam 8%;;This cake provides approx 16 servings
Edingburgh Raspberry Gin Liqueur & Scented Candle Set;https://www.tesco.com/groceries/en-GB/products/312699916;6;GBP;Edingburgh R/berry G/Liqr & Scented Cnd Set . Filled with Wonder;EDINBURGH GIN DISTILLERY;;;;;20% vol;
Gressingham Duck Fillets 250G;https://www.tesco.com/groceries/en-GB/products/268913536;4.5;GBP;Impressively Easy Duck Breast Portions. For recipes, how-to-videos and top tips, visit our website at: www.gressinghamduck.co.uk. From our British farmers,Cooks in 20 mins;GRESSINGHAM;3.8;16;Pack size: 250G;;;This pack contains 2 servings
Veetee Plants & Rice Beetroot Risotto 280G;https://www.tesco.com/groceries/en-GB/products/311276140;2;GBP;Rich Beetroot Risotto. Head over to www.veetee.com to see how we do it!. 100% Plant Based,With creamy risotto rice simmered in red wine & basil,No artificial colours flavours or preservatives,Suitable for vegans;VEETEE;5;1;Pack size: 280G;Parboiled Steamed Rice (70%) (Water, Risotto Rice), Beetroot and Basil Sauce (29%) (Diced Beetroot (10%), Water, Onion, Sunflower Oil, Red Wine (1%) (Sulphites), Basil (1%), Natural Flavouring (Sulphites), Sugar, Garlic Puree, Salt, Corn Starch (Sulphites), Yeast Extract, Red Wine Vinegar (Sulphites), Colour (Paprika Extract), Ground Black Pepper, Beetroot Juice Powder (Beetroot Juice Concentrate, Maltodextrin, Acidity Regulator: Citric Acid) (Sulphites), Basil extract), Acidity Regulator: Glucono-Delta-Lactone;;Servings per pack: 2, Serving size: 140g
Playstation PS5 Mug & Socks Gift Set;https://www.tesco.com/groceries/en-GB/products/312086150;8;GBP;PLAYSTATION PS5 MUG & SOCKS GIFT SET . 300ml ceramic mug,UK 7-11 sock size;PLAYSTATION;;;;;;
Tesco Milk Chocolate Ices 6 X 70Ml;https://www.tesco.com/groceries/en-GB/products/310135551;1.2;GBP;Vanilla flavour ice cream, covered in a milk chocolate flavour coating.;TESCO;4.4;80;Pack size: 420ML;;;6 Servings
Petface Laser Chaser Cat Toy;https://www.tesco.com/groceries/en-GB/products/304793684;4.3;GBP;Petface Laser Chaser Cat Toy. Exercise & fun,5 laser images for your pet to chase!;PETFACE;2.7;3;;;;
Nivea Men Sensitive Shower Gel 400Ml;https://www.tesco.com/groceries/en-GB/products/305250219;1.49;GBP;NIVEA MEN SENSITIVE S/G 400ML . With bamboo extract,Especially caring formula,For body, face & hair,99% biodegradable formula,pH skin-balanced,Microplastic-free formula;NIVEA;4.1;329;Pack size: 400ML;Aqua, Sodium Myreth Sulfate, Cocamidopropyl Betaine, Sodium Laureth Sulfate, Glycol Distearate, Decyl Glucoside, Glycerin, Bambusa Vulgaris Shoot Extract, Sodium Chloride, Citric Acid, Laureth-4, Tocopherol, Propylene Glycol, Butylene Glycol, Sodium Benzoate, Parfum;;
Tamnavulin Wine Cask Edition Single Malt Whisky 70Cl;https://www.tesco.com/groceries/en-GB/products/310167547;32;GBP;Speyside Single Malt Scotch Whisky. White Wine Cask Edition,Sauvignon Blanc Casks;TAMNAVULIN;5;4;Pack size: 700ML;;40% vol;Bottle Contains 28 25ml Glasses
Tesco Reusable Mixed Cutlery 12 Pack;https://www.tesco.com/groceries/en-GB/products/309222079;1.75;GBP;Tesco Reusable Mixed Cutlery 12 Pack. Cutlery case set is included 4 fork, 4 spoon, and 4 knife.,Made from Polypropylene Safe for direct contact with food, Dishwasher safe, Not to put in the microwave;TESCO CELEBRATE;5;3;;;;
Shipyard American Ipa 4 X 440Ml;https://www.tesco.com/groceries/en-GB/products/310175163;5;GBP;SHIPYARD AMERICAN IPA 4 X 440ML . Proud Pioneers of Original American Craft,Portland Maine USA;SHIPYARD;;;Pack size: 1760ML;;5.0% vol;4 Servings
Tesco 12 Christmas Cupcake Platter;https://www.tesco.com/groceries/en-GB/products/284515763;6;GBP;4 Chocolate flavour sponge cakes filled with chocolate sauce, topped with chocolate flavour frosting and decorated with a reindeer sugar plaque. 4 Vanilla flavour sponge cakes filled with strawberry sauce, topped with green coloured vanilla flavour frosting and decorated with sugar decorations and bronze coloured sugar star. 4 Chocolate flavour sponge cakes filled with chocolate sauce, topped with red and white coloured vanilla flavour frosting and decorated with white sugar decorations.;TESCO;3.5;2;;;;12 Servings
Fruit Bowl Raspberry Peelers 5X16g;https://www.tesco.com/groceries/en-GB/products/301970992;2.5;GBP;Fruit snack made from concentrated apple and raspberry purees and fruit juices. For more fun... Find us on Facebook, Pinterest, Instagram and Twitter. Made with real fruit,1 of your 5 a day,Great for baking,Only naturally occurring sugars, 1 peeler = 1 apple,Perfect for little lunchboxes,Ideal as a snack,Yum yum!,Perfectly playful fruit peelers,Tried, tested, approved - family panel,Fruit made fun,No added sugar,Gluten free,Vegetarian Society approved,Kosher - MK;FRUIT BOWL;5;2;Pack size: 80G;Concentrated Apple Puree, Concentrated Apple Juice, Raspberry Puree, Citrus Fibre, Gelling Agent (Pectin), Concentrates (Chokeberry, Elderberry), Natural Flavouring, An average of 682g of Apple and 44g of Raspberry used to prepare 100g of Fruit Peelers®;;
Hartleys Best Strawberry Seedless Jam 340G;https://www.tesco.com/groceries/en-GB/products/282337775;1.35;GBP;Seedless Strawberry Jam. Best of. Visit www.hartleysfruit.co.uk. Made with real fruit,Vegetarian Society Approved;HARTLEYS;3;11;Pack size: 340G;Strawberries, Glucose-Fructose Syrup, Sugar, Acid: Citric Acid, Gelling Agent: Pectin, Acidity Regulator: Sodium Citrates, Prepared with 37g of Fruit per 100g, Total Sugar content 61g per 100g;;This pack contains 22 x 15g servings
Tesco Blue Stripe Bath Towel;https://www.tesco.com/groceries/en-GB/products/311735801;8;GBP;TESCO BLUE STRIPE BATH TOWEL . Design Towel;TESCO HOME;;;;;;
Tesco Black Soft Touch Notebook 192 Pages;https://www.tesco.com/groceries/en-GB/products/280514511;7.7;GBP;Tesco Black Soft Touch Notebook 192 Pages. Leather-effect cover. Ruled pages. A4 size. 96 sheets of 80gsm acid free cream paper;TESCO HOMEOFFICE;5;4;;;;
Tesco Easy Cook Brown Rice 2Kg;https://www.tesco.com/groceries/en-GB/products/278086264;3;GBP;Parboiled brown rice.;TESCO;5;6;Pack size: 2KG;;;approx. 26 Servings
Stockwell & Co Mayonnaise 450Ml;https://www.tesco.com/groceries/en-GB/products/305431904;0.44;GBP;Mayonnaise.;STOCKWELL CO;2.7;26;Pack size: 450ML;;;30 Servings
Among Us Mystery Capsule;https://www.tesco.com/groceries/en-GB/products/310687824;12;GBP;Among Us Mystery Capsule;AMONG US;;;;;;
Tesco Baking Spread 500G;https://www.tesco.com/groceries/en-GB/products/296747441;1.35;GBP;Vegetable fat spread (70%).;TESCO;3.9;8;Pack size: 500G;;;50 Servings
Tesco Spanish Serrano Ham 80G;https://www.tesco.com/groceries/en-GB/products/273429726;1.27;GBP;Dry cured Spanish ham.;TESCO;3.1;7;Pack size: 80G;;;5 Servings
Coconut Collaborative Dairy Free Salted Caramel 4X45g;https://www.tesco.com/groceries/en-GB/products/300876656;2.75;GBP;Salted caramel chocolate ganache. Plant Based,Great taste 2017,122 Calories Per Pot,Free from Dairy but Not Temptation,Gluten Free,Palm Oil Free,Dairy Free,Only 122 Calories,Suitable for vegans;COCONUT COLLABORATIVE;4.6;55;Pack size: 180G;Coconut Cream (35%) (Coconut Extract, Water), Dark Chocolate (18%) (Cocoa Mass, Sugar, Emulsifier (Soya Lecithin), Natural Vanilla Flavouring), Water, Caramel (15%) (Sugar, Water), Sugar, Cocoa Powder (2%), Stabilisers (Carrageenan, Guar Gum), Tapioca Starch, Salt, Emulsifier (Mono & Diglycerides of Fatty Acids), Natural Flavourings;;
Old Spice Deep Sea Deodorant Stick 50Ml;https://www.tesco.com/groceries/en-GB/products/308838177;3;GBP;OLD SPICE DEEP SEA DEOD STK 50ML . Features our Deep Sea fragrance with a fresh ocean scent and notes of citrus,Provides 24-hour odour protection, in case you need to climb a mountain, fight off a bear, and ride an elevator all in the same day,Doesn't like to be confused with a roll on deodorant - our dry sticks get the job done way faster,Whether you are buying a deodrant, deoderant or deodarant, we hope you enjoy our smell-tastic scents!;OLD SPICE;4.2;1579;Pack size: 50ML;Dipropylene Glycol, Aqua, Propylene Glycol, Sodium Stearate, Poloxamine 1307, Parfum, PPG-3 Myristyl Ether, Tetrasodium EDTA, Linalool, Hexyl Cinnamal, Limonene, Coumarin, Geraniol, Citronellol, Citral, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, CI 61565;;
Tesco Garlic Mayonnaise 235Ml;https://www.tesco.com/groceries/en-GB/products/311267116;0.9;GBP;Tesco Garlic Mayonnaise 235Ml;TESCO;4.7;3;Pack size: 235ML;;;
Rubicon Passion Fruit Juice Drink 1Ltr;https://www.tesco.com/groceries/en-GB/products/254390067;1.5;GBP;Passion Fruit Juice Drink with Sugars & Sweeteners. Carbon Trust. Reducing CO2 Packaging. The Carbon Trust™ certifies that Tetra Pak has reduced the carbon footprint of this packaging by 21% by switching to plastics made from sugar cane. For more information, visit carbontrust.com/tetrapak. Made with the Finest Handpicked Passion Fruit,Rich in Vitamin C,Made with Real Fruit Juice,Suitable for Vegans;RUBICON;4;2;Pack size: 1L;Water, Passion Fruit Juice from Concentrate (13%), Sugar, Fructose, Stabiliser (Pectin), Flavourings, Vitamin C, Acid (Citric Acid), Sweeteners (Sucralose, Acesulfame K);;Each pack contains 5 x 200ml servings
Cannaray Muscle Balm Cbd 250Mg Aloe Arnica 60Ml;https://www.tesco.com/groceries/en-GB/products/305959849;22.5;GBP;Cannaray Muscle Balm CBD 250mg Aloe Arnica 60ml . Discover our range at cannaraycbd.com. 250mg per jar,High strength,Triple lab tested,THC-free,Sulphate & GMO free,Suitable for Vegetarians;CANNARAY BRANDS;4;3;Pack size: 60ML;Olea Europaea Oil, Cera Alba, Butyrospermum Parkii Butter, Aloe Barbadensis Leaf Juice, Triethyl Citrate, Helianthus Annuus Seed Oil, Simmondsia Chinensis Seed Oil, Rosmarinus Officinalis Leaf Oil, Eucalyptus Globulus Leaf Oil, Tocopherol, Cannabidiol, Arnica Montana Flower Extract, Citrus Aurantifolia, Peel Oil, Carrageenan, Citric Acid, Potassium Sorbate, Allergens: D-Limonene, Linalool, Citral;;
Cadbury Dairy Milk Chunk Pouch 350G;https://www.tesco.com/groceries/en-GB/products/312095179;3.5;GBP;Milk chocolates. BeTreatwise.net. Cocoa Life. Partnering with Fairtrade Foundation. To improve the lives of cocoa farmers & our environment. By eating Cadbury, you've been encouraging environmental sustainability. Cocoa Life helps farmers get the most from their cocoa trees through environmentally friendly farming. WWW.COCOALIFE.ORG. 100% Sustainably Sourced Cocoa,The Classic Creamy Taste,Suitable for vegetarians;CADBURY;5;1;Pack size: 350G;Milk**, Sugar, Cocoa Butter, Cocoa Mass, Vegetable Fats (Palm, Shea), Emulsifier (E442), Flavourings, **The equivalent of 426 ml of Fresh Liquid Milk in every 227 g of Milk Chocolate, Milk Solids 20 % minimum, actual 23 %, Cocoa Solids 20 % minimum, Contains Vegetable Fats in addition to Cocoa Butter;;15-16 portions per pack
Bonne Maman Intense Strawberry Jam 335G;https://www.tesco.com/groceries/en-GB/products/303879723;3.2;GBP;Reduced sugar strawberry extra jam with 30% less sugar than a classic Bonne Maman jam.;BONNE MAMAN;3.4;20;Pack size: 335G;Strawberries, Sugar, Blackcurrant Juice, Concentrated Lemon Juice, Gelling Agent: Fruit Pectins, Prepared with 67 g of Fruit per 100 g of finished product;;
Mighty Milk Shake Salted Caramel Dairy Free Drink 330Ml;https://www.tesco.com/groceries/en-GB/products/311939727;1.6;GBP;UHT pea protein-based drink with added vitamins and minerals. Each MIGHTY Salted Caramel shake is a tasty source of Vitamin D, B12 & Iodine,Free from dairy, nuts, soy and gluten.,Each m.lkshake is 100% vegan.,6g of protein per carton for a plant-based protein punch.;MIGHTY;;;Pack size: 330ML;Water, Agave Syrup, Pea Protein Isolate (2%), Rapeseed Oil, Sunflower Oil, Fermented Pea, Cornflour, Calcium Carbonate, Colour (Burnt Sugar), Natural Flavourings, Sea Salt, Stabiliser (Gellan Gum), Iodine, Vitamins (B12, D);;
